mondo_id	label	icd10
0013924	osteogenesis imperfecta type 13	[Q78.0]
0001982	Niemann-Pick disease	[E75.242,E75.24,E75.249]
0000651	thoracic disease	[]
0013930	peroxisome biogenesis disorder 4A (Zellweger)	[]
0013932	peroxisome biogenesis disorder 5A (Zellweger)	[]
0013931	peroxisome biogenesis disorder 4B	[]
0013938	peroxisome biogenesis disorder 7A (Zellweger)	[]
0013937	peroxisome biogenesis disorder 6B	[]
0013939	peroxisome biogenesis disorder 7B	[]
0012608	autosomal recessive lower motor neuron disease with childhood onset	[G12.2]
0013934	combined immunodeficiency due to STK4 deficiency	[D81.8]
0013933	peroxisome biogenesis disorder 5B	[]
0012602	autosomal recessive nonsyndromic deafness 24	[H90.3]
0012605	isolated microphthalmia 5	[Q15.8]
0013936	peroxisome biogenesis disorder 6A (Zellweger)	[]
0012604	isolated microphthalmia 3	[Q11.0]
0013935	Usher syndrome type 1J	[H35.5]
0001969	mixed gonadal dysgenesis	[]
0012610	inflammatory bowel disease 10	[]
0013941	metaphyseal chondromatosis with D-2-hydroxyglutaric aciduria	[]
0013940	primary ciliary dyskinesia 18	[Q34.8]
0012612	intellectual disability, autosomal recessive 12	[]
0013943	peroxisome biogenesis disorder 8B	[]
0013942	peroxisome biogenesis disorder 8A (Zellweger)	[]
0012611	polyhydramnios, megalencephaly, and symptomatic epilepsy	[]
0013905	autosomal recessive spinocerebellar ataxia 13	[G11.1]
0013904	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 8	[]
0013907	bilateral generalized polymicrogyria	[Q04.3]
0013906	amelogenesis imperfecta hypomaturation type 2A4	[K00.5]
0013901	spermatogenic failure 10	[]
0013900	alternating hemiplegia of childhood 2	[]
0013902	aortic valve disease 2	[]
0001913	oligospermia	[N46.1,N46.11]
0013910	hypogonadotropic hypogonadism 8 with or without anosmia	[E23.0]
0013916	nephronophthisis 14	[]
0013915	hypogonadotropic hypogonadism 13 with or without anosmia	[E23.0]
0013917	nephronophthisis 15	[]
0013912	hypogonadotropic hypogonadism 10 with or without anosmia	[E23.0]
0013911	hypogonadotropic hypogonadism 9 with or without anosmia	[E23.0]
0013914	hypogonadotropic hypogonadism 12 with or without anosmia	[E23.0]
0013913	hypogonadotropic hypogonadism 11 with or without anosmia	[E23.0]
0001909	renal tubular acidosis	[N25.89]
0001942	generalized anxiety disorder	[F41.1]
0001932	atrophic vulva	[N90.5]
0009046	Fraser syndrome	[Q87.0]
0009047	cryptorchidism (disease)	[Q53.9]
0009044	Crigler-Najjar syndrome	[E80.5]
0011370	Stargardt disease 4	[]
0010041	Charlevoix-Saguenay spastic ataxia	[G11.1]
0022018	Borrone di Rocco Crovato syndrome	[]
0010046	hereditary spastic paraplegia 23	[G11.4]
0011377	long QT syndrome 3	[I45.8]
0010047	hereditary spastic paraplegia 5A	[G11.4]
0011374	hypercholesterolemia, familial, 4	[E78.0]
0010043	hereditary spastic paraplegia 17	[G11.4]
0010044	hereditary spastic paraplegia 15	[G11.4]
0011376	idiopathic ventricular fibrillation, non Brugada type	[I49.0]
0009033	temtamy syndrome	[Q87.8]
0009039	Baller-Gerold syndrome	[Q75.0]
0011380	leukoencephalopathy with vanishing white matter	[E75.2]
0011381	dominant beta-thalassemia	[D56.1]
0011382	sickle cell anemia	[D57.0,D57.20,D57.2,D57,D57.1]
0011383	autoimmune lymphoproliferative syndrome type 2A	[D47.9]
0009031	craniodiaphyseal dysplasia	[M85.2]
0009032	cranioectodermal dysplasia	[Q87.5]
0010053	hereditary spherocytosis type 3	[]
0011385	intervertebral disc degenerative disorder	[]
0011348	non-syndromic polydactyly	[Q69.9,Q69.2,Q69.1,Q69.0]
0010017	sea-blue histiocyte syndrome	[D76.3]
0012679	autosomal recessive osteopetrosis 6	[Q78.2]
0009068	cytochrome-c oxidase deficiency disease	[E88.8]
0009066	juvenile nephropathic cystinosis	[N16.3*,E72.0+]
0009067	cystinuria (disease)	[E72.01,E72.0]
0009061	cystic fibrosis	[E84.9,E84,E84.8,E84.1,E84.0]
0012680	nephronophthisis 7	[]
0009064	ocular cystinosis	[E72.0]
0009063	ventriculomegaly-cystic kidney disease	[]
0010024	Beemer-Langer syndrome	[Q77.2]
0011355	cone-rod dystrophy 7	[]
0012687	familial cavitary optic disc anomaly	[]
0012689	premature ovarian failure 5	[]
0010026	SHORT syndrome	[Q87.1]
0010027	free sialic acid storage disease, infantile form	[E77.8]
0012688	cataract 17 multiple types	[Q12.0]
0012683	pontocerebellar hypoplasia type 6	[Q04.3]
0011351	autosomal recessive nonsyndromic deafness 21	[H90.3]
0012682	susceptibility to infection due to TYK2 deficiency	[D82.4]
0012684	arrhythmogenic right ventricular dysplasia 12	[I42.8]
0010028	sialuria	[E77.8]
0011359	acromelic frontonasal dysostosis	[Q75.8]
0024677	pancreatic insulinoma	[E16.8]
0009058	cystathioninuria (disease)	[E72.1]
0012690	Noonan syndrome 5	[]
0009050	Cushing disease due to pituitary adenoma	[D35.2,E24.0]
0012691	LEOPARD syndrome 2	[]
0010030	Sjogren syndrome	[M35.00,M35.0]
0022007	water intoxication	[]
0010035	Smith-Lemli-Opitz syndrome	[Q87.1,E78.72]
0012698	Waardenburg syndrome type 2E	[]
0012699	autosomal recessive limb-girdle muscular dystrophy type 2M	[G71.0]
0010038	growth delay due to insulin-like growth factor I resistance	[E34.3]
0011369	hypercholesterolemia, autosomal dominant, 3	[]
0012694	Joubert syndrome 7	[]
0011362	hereditary proximal myopathy with early respiratory failure	[G71.0]
0010031	Sjogren-Larsson syndrome	[Q87.1]
0012693	glycogen storage disease due to muscle and heart glycogen synthase deficiency	[E74.0]
0011364	autosomal recessive nonsyndromic deafness 16	[H90.3]
0012695	Meckel syndrome, type 5	[Q61.9]
0009008	heart defect - tongue hamartoma - polysyndactyly syndrome	[Q87.8]
0009009	hypoplasminogenemia	[L90.5]
0012658	brachydactyly type B2	[Q73.8]
0013989	epileptic encephalopathy, early infantile, 14	[]
0012659	age related macular degeneration 9	[]
0011329	cerebral palsy, spastic quadriplegic, 1	[]
0024644	myocardial ischemia	[I20.I25]
0009003	achromatopsia 2	[]
0009006	complement component 2 deficiency	[D84.1]
0009007	Jalili syndrome	[H35.5]
0009005	complement component C1r/C1s deficiency	[]
0013990	pontocerebellar hypoplasia type 8	[Q04.3]
0001998	Foster-Kennedy syndrome	[H47.14]
0010002	Rothmund-Thomson syndrome	[Q82.8]
0012665	cataract 33	[Q12.0]
0013995	cholestasis, intrahepatic, of pregnancy 3	[]
0012664	spastic ataxia 3	[G11.4]
0011334	limb-mammary syndrome	[]
0010004	EEC syndrome	[Q82.4]
0011335	spondyloepimetaphyseal dysplasia with multiple dislocations	[Q77.7]
0012667	dilated cardiomyopathy 1W	[I42.0]
0013998	Carpenter syndrome 2	[]
0010005	saccharopinuria	[E72.3]
0013997	focal facial dermal dysplasia type IV	[Q82.8]
0013992	obesity due to leptin receptor gene deficiency	[E66.8]
0011330	spinocerebellar ataxia type 10	[G11.2]
0013991	obesity due to congenital leptin deficiency	[E66.8]
0013994	Joubert syndrome 20	[]
0013993	pontocerebellar hypoplasia type 7	[Q04.3]
0010006	Sandhoff disease	[E75.0,E75.01]
0012669	Legius syndrome	[Q85.0]
0011339	hereditary spastic paraplegia 8	[G11.4]
0010008	sarcosinemia	[E72.5]
0024650	drug-induced osteoporosis	[]
0012670	autosomal recessive nonsyndromic deafness 63	[H90.3]
0024647	urolithiasis	[N21]
0010013	schneckenbecken dysplasia	[Q77.7]
0012675	corticosteroid-binding globulin deficiency	[E27.8]
0010015	anterior segment dysgenesis 7	[]
0011346	xanthinuria type II	[E79.8]
0012677	atrial fibrillation, familial, 4	[]
0012672	cholelithiasis	[]
0010010	Schinzel-Giedion syndrome	[Q87.0]
0012674	age related macular degeneration 10	[]
0011342	SLC35A1-CDG	[E77.8]
0011308	gracile syndrome	[E88.8]
0012639	hereditary spastic paraplegia 18	[G11.4]
0011309	familial gestational hyperthyroidism	[E05.8]
0013967	peroxisome biogenesis disorder 14B	[]
0011304	cerebral cavernous malformation 2	[Q28.3]
0011305	cerebral cavernous malformation 3	[Q28.3]
0012635	COG8-CDG	[E77.8]
0013966	catecholaminergic polymorphic ventricular tachycardia 4	[I47.2]
0013969	combined oxidative phosphorylation defect type 11	[G31.8]
0013968	PGM1-CDG	[E77.8]
0009025	apparent mineralocorticoid excess	[E26.1]
0000694	seasonal affective disorder	[]
0009026	Costello syndrome	[Q87.8]
0009020	macular corneal dystrophy	[H18.5,H18.55]
0009021	Toriello-Carey syndrome	[Q87.8]
0013976	ectodermal dysplasia 9, hair/nail type	[]
0012644	asphyxiating thoracic dystrophy 2	[Q77.2]
0013975	ectodermal dysplasia 7, hair/nail type	[]
0013970	branched-chain keto acid dehydrogenase kinase deficiency	[E71.1]
0013972	Perrault syndrome 2	[]
0012640	Charcot-Marie-Tooth disease type 4J	[G60.0]
0013971	leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome	[]
0013978	autosomal recessive nonsyndromic deafness 70	[H90.3]
0013977	combined oxidative phosphorylation defect type 13	[G71.3]
0013979	primary ciliary dyskinesia 19	[Q34.8]
0012648	isobutyryl-CoA dehydrogenase deficiency	[E71.1]
0009014	cornea plana 2	[]
0009015	corneal dystrophy-perceptive deafness syndrome	[H18.5]
0009010	aortic arch interruption	[Q20.1,Q25.21,Q25.4]
0013985	autosomal recessive nonsyndromic deafness 18B	[H90.3]
0012654	atrial heart septal defect 4	[Q21.1]
0013984	autosomal recessive nonsyndromic deafness 84B	[H90.3]
0012656	lethal congenital contracture syndrome 3	[Q68.8]
0013987	combined oxidative phosphorylation defect type 15	[G31.8]
0013986	combined oxidative phosphorylation defect type 14	[E88.8]
0012650	Cernunnos-XLF deficiency	[D81.1]
0013981	familial cortical myoclonus	[G25.3]
0013983	ectodermal dysplasia 11B, hypohidrotic/hair/tooth type, autosomal recessive	[]
0012652	autosomal recessive limb-girdle muscular dystrophy type 2L	[G71.0]
0012651	spastic ataxia 2	[G11.4]
0013982	ectodermal dysplasia 11A, hypohidrotic/hair/tooth type, autosomal dominant	[]
0023273	pigmented dermatofibrosarcoma protuberans	[]
0036595	ovarian Sertoli-Leydig cell tumor	[]
0011291	congenital disorder of glycosylation type 1C	[E77.8]
0011296	Meckel syndrome, type 2	[Q61.9]
0011299	Huntington disease-like 1	[G10]
0023283	ovarian granulosa cell tumor	[]
0011271	rigid spine muscular dystrophy 1	[G71.8,G71.2]
0011272	retinitis pigmentosa 25	[H35.5]
0011273	H syndrome	[D76.3]
0011274	Muenke syndrome	[Q87.0]
0011275	acromesomelic dysplasia, Maroteaux type	[Q77.8]
0011281	congenital myasthenic syndrome 5	[]
0011285	age related macular degeneration 1	[]
0013828	hyperekplexia 2	[G25.8]
0013827	hyperekplexia 3	[G25.8]
0013829	UV-sensitive syndrome 2	[]
0013823	autosomal dominant nonsyndromic deafness 4B	[H90.3]
0013826	autosomal recessive nonsyndromic deafness 86	[H90.3]
0013825	congenital diarrhea 6	[P78.3]
0000507	inclusion body myopathy with Paget disease of bone and frontotemporal dementia	[G71.8]
0001835	facial paralysis	[G51.0]
0001836	amenorrhea (disease)	[N91.2]
0013839	hereditary sensory and autonomic neuropathy type 6	[G60.8]
0012507	retinal cone dystrophy 4	[]
0013838	coenzyme Q10 deficiency, primary, 3	[]
0012504	camptodactyly-tall stature-scoliosis-hearing loss syndrome	[Q87.2]
0013835	muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 7	[]
0013834	UV-sensitive syndrome 3	[]
0013837	deafness-encephaloneuropathy-obesity-valvulopathy syndrome	[E88.8]
0012505	pigmented nodular adrenocortical disease, primary, 2	[]
0013836	familial steroid-resistant nephrotic syndrome with sensorineural deafness	[N04.8]
0000500	tongue squamous cell carcinoma	[]
0000501	obsolete Jensen syndrome	[]
0001824	polyneuropathy	[G62.9,A69.22]
0001825	squamous papilloma	[]
0012510	combined oxidative phosphorylation defect type 2	[E88.8]
0012513	maturity-onset diabetes of the young type 7	[]
0013840	encephalopathy-hypertrophic cardiomyopathy-renal tubular disease syndrome	[E88.8]
0013806	familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome	[]
0013805	intellectual disability, autosomal dominant 13	[]
0013808	Maffucci syndrome	[Q78.4]
0013807	congenital stationary night blindness 1E	[]
0013802	infantile cerebellar-retinal degeneration	[E88.8]
0013801	epileptic encephalopathy, early infantile, 13	[]
0001860	folic acid deficiency anemia	[D52,D52.9]
0013811	combined oxidative phosphorylation defect type 9	[I42.2]
0013810	COG6-CGD	[E77.8]
0013817	preeclampsia/eclampsia 5	[]
0013818	trichohepatoenteric syndrome 2	[]
0013812	Baraitser-winter syndrome 2	[]
0013815	FGFR2-related bent bone dysplasia	[]
0013820	intellectual disability, autosomal dominant 15	[]
0013822	acrodysostosis 2 with or without hormone resistance	[]
0013821	intellectual disability, autosomal dominant 16	[]
0013800	Ehlers-Danlos syndrome, kyphoscoliotic and deafness type	[Q79.6]
0001821	hypoactive sexual desire disorder	[F52.0]
0024566	febrile seizures, familial, 11	[]
0024567	hypotonia, infantile, with psychomotor retardation and characteristic facies 1	[]
0024568	infantile liver failure syndrome 1	[K72.0]
0024565	ectodermal dysplasia-syndactyly syndrome 1	[]
0012580	hereditary pulmonary alveolar proteinosis	[J84.0]
0012582	interstitial lung disease due to ABCA3 deficiency	[J84.8]
0011258	branchiootic syndrome 1	[]
0012589	Pitt-Hopkins syndrome	[Q87.0]
0011252	spondyloepimetaphyseal dysplasia, Shohat type	[Q77.7]
0012586	coronary artery disease, autosomal dominant 2	[]
0024570	hyperparathyroidism 4	[]
0024574	von Willebrand disease (hereditary or acquired)	[D68.0]
0012591	osteogenesis imperfecta type 5	[Q78.0]
0012590	XFE progeroid syndrome	[]
0012592	osteogenesis imperfecta type 11	[Q78.0]
0011269	psoriasis 2	[]
0011264	torsion dystonia 6	[G24.1]
0012594	complement factor I deficiency	[D84.1]
0012596	PSAT deficiency	[E72.8]
0012559	primary immunodeficiency syndrome due to p14 deficiency	[D82.8]
0011227	short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	[Q87.1]
0013889	short stature-optic atrophy-Pelger-HuC+t anomaly syndrome	[Q87.1]
0011229	ethylmalonic encephalopathy	[G31.8]
0024545	Miyoshi muscular dystrophy 1	[]
0013891	amyotrophic lateral sclerosis type 18	[]
0012560	invasive pneumococcal disease, recurrent isolated, 1	[]
0013890	congenital myopathy with internal nuclei and atypical cores	[G71.2]
0024538	basal ganglia calcification, idiopathic, 1	[]
0013897	Loeys-Dietz syndrome 4	[]
0012565	Fanconi anemia complementation group N	[]
0013896	Joubert syndrome 18	[]
0013899	Weill-Marchesani syndrome 3	[]
0013898	karyomegalic interstitial nephritis	[N11.8]
0012562	holoprosencephaly 7	[]
0011230	ossification of the posterior longitudinal ligament of the spine	[]
0012561	congenital anomalies of kidney and urinary tract 1, susceptibility to	[]
0013892	C3 glomerulonephritis	[N00.5]
0011232	migraine, familial hemiplegic, 2	[]
0013895	Adams-Oliver syndrome 3	[]
0012563	holoprosencephaly 9	[]
0013894	short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome	[Q87.1]
0024550	frontometaphyseal dysplasia 1	[]
0011239	colobomatous macrophthalmia-microcornea syndrome	[]
0024555	megalencephalic leukoencephalopathy with subcortical cysts 1	[]
0024556	epilepsy, familial focal, with variable foci 1	[]
0024557	ataxia-telangiectasia-like disorder 1	[]
0024552	linear skin defects with multiple congenital anomalies 1	[]
0024553	myopathy, lactic acidosis, and sideroblastic anemia 1	[]
0024554	D-2-hydroxyglutaric aciduria 1	[]
0012571	primary ciliary dyskinesia 6	[Q34.8]
0012570	body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	[D68.4]
0011240	megalencephaly-capillary malformation-polymicrogyria syndrome	[Q87.3]
0011245	ichthyosis, hystrix-like, with deafness	[]
0011246	megaconial type congenital muscular dystrophy	[G71.2]
0012573	vesicoureteral reflux 2	[]
0011242	Bartter disease type 4a	[E26.8]
0011243	grange syndrome	[Q87.8]
0012575	branchiootorenal syndrome 2	[]
0011244	Marshall-Smith syndrome	[Q87.3]
0012574	Potocki-Lupski syndrome	[Q92.3]
0013867	brown-Vialetto-van Laere syndrome 2	[]
0012536	osteogenesis imperfecta type 7	[Q78.0]
0012539	Joubert syndrome 6	[]
0013869	adenine phosphoribosyltransferase deficiency	[E79.8]
0012538	nemaline myopathy 7	[]
0024522	amyloidosis, primary localized cutaneous, 1	[]
0024523	aortic valve disease 1	[]
0001881	toxic shock syndrome	[A48.3]
0000550	extra-adrenal sympathetic paraganglioma	[]
0013875	3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome	[E71.1]
0012544	brachydactyly-syndactyly syndrome	[Q73.8]
0013874	glucocorticoid deficiency 4	[]
0012543	optic atrophy 5	[]
0011213	Pierpont syndrome	[]
0011214	progressive familial intrahepatic cholestasis type 3	[K76.8]
0012546	nephrotic syndrome, type 3	[]
0013877	mitochondrial pyruvate carrier deficiency	[E74.4]
0011215	osteocraniostenosis	[Q78.0]
0012540	age related macular degeneration 4	[]
0013870	TMEM165-CDG	[E77.8]
0013873	IMAGe syndrome	[Q87.1]
0011211	axial spondylometaphyseal dysplasia	[Q77.8]
0012541	deafness with labyrinthine aplasia, microtia, and microdontia	[Q16.5]
0013872	prostate cancer, hereditary, 2	[]
0012547	Noonan syndrome 4	[]
0013878	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1	[]
0011217	desmosterolosis	[Q87.8]
0011218	autosomal recessive congenital ichthyosis 11	[Q80.8]
0012549	autosomal recessive ataxia, Beauce type	[G11.2]
0000544	mucosal melanoma	[]
0024534	Dowling-Degos disease 1	[]
0024535	Singleton-Merten syndrome 1	[]
0024531	myopathy, tubular aggregate, 1	[]
0013880	facial paresis, hereditary congenital, 3	[]
0024528	progressive external ophthalmoplegia with mitochondrial dna deletions, autosomal dominant 1	[]
0000536	pharyngeal squamous cell carcinoma	[]
0011223	amyotrophic lateral sclerosis type 4	[G12.2]
0012555	Cornelia de Lange syndrome 3	[]
0013886	nonprogressive cerebellar atxia with mental retardation	[G11.0]
0012554	cerebrooculofacioskeletal syndrome 4	[]
0013885	Malan overgrowth syndrome	[Q87.3]
0011224	monomelic amyotrophy	[G12.8]
0012557	cardiomyopathy-hypotonia-lactic acidosis syndrome	[G71.3]
0013888	tremor, hereditary essential, 4	[]
0013887	heterotaxy, visceral, 6, autosomal	[]
0011226	autosomal dominant nonsyndromic deafness 15	[H90.3]
0013882	hyperphosphatasia with intellectual disability syndrome 2	[]
0013881	congenital nephrotic syndrome - interstitial lung disease - epidermolysis bullosa syndrome	[]
0012553	cerebrooculofacioskeletal syndrome 2	[]
0012552	multiple endocrine neoplasia type 4	[D44.8]
0013883	congenital myasthenic syndrome 13	[]
0012519	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion	[Q87.2]
0013849	microcephaly 8, primary, autosomal recessive	[]
0012514	hypomyelinating leukodystrophy 5	[G37.8]
0013845	auriculocondylar syndrome 2	[]
0013848	dilated cardiomyopathy 2B	[I42.0]
0012517	atypical Gaucher disease due to saposin C deficiency	[E75.2]
0012516	mandibulofacial dysostosis-microcephaly syndrome	[Q87.0]
0000577	congenital anemia	[]
0013853	pontocerebellar hypoplasia type 1B	[]
0012524	corticosterone methyloxidase type 2 deficiency	[]
0013854	primary ciliary dyskinesia 17	[Q34.8]
0012523	retinitis pigmentosa 36	[H35.5]
0012520	insulin-resistance syndrome type A	[E13]
0013851	autosomal dominant aplasia and myelodysplasia	[D61.0]
0013850	periodic fever, menstrual cycle-dependent	[]
0012529	Diamond-Blackfan anemia 3	[]
0012526	hereditary angioedema type 3	[D84.1]
0013859	cataract 38	[Q12.0]
0012528	hypogonadotropic hypogonadism 4 with or without anosmia	[E23.0]
0001896	obstructive hydrocephalus	[G91.1]
0013864	Cornelia de Lange syndrome 4	[]
0013863	combined immunodeficiency due to LRBA deficiency	[D81.8]
0013866	neuronal ceroid lipofuscinosis 11	[E75.4]
0012534	combined oxidative phosphorylation defect type 4	[E88.8]
0013865	mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency	[I42.2]
0013860	idiopathic membranous glomerulonephritis	[N04.2]
0012531	xeroderma pigmentosum group B	[Q82.1]
0013861	amyotrophic lateral sclerosis type 17	[]
0011193	cone dystrophy 3	[]
0011196	amyotrophic lateral sclerosis type 5	[]
0011190	nephronophthisis 2	[]
0011191	capillary infantile hemangioma	[]
0011192	autosomal recessive nonsyndromic deafness 18A	[H90.3]
0011173	thrombocythemia 2	[]
0011176	intestinal hypomagnesemia 1	[E83.4]
0011178	infantile convulsions and choreoathetosis	[G40.4]
0011182	trimethylaminuria (disease)	[]
0011185	Thiel-Behnke corneal dystrophy	[H18.5]
0011181	fibrosis of extraocular muscles, congenital, 2	[]
0011186	Usher syndrome type 1F	[H35.5]
0024464	pituitary hormone deficiency, combined, 1	[]
0012481	mevalonic aciduria	[E88.8]
0012480	diabetes mellitus, transient neonatal, 2	[]
0011150	acroosteolysis-keloid-like lesions-premature aging syndrome	[E34.8]
0011151	exudative vitreoretinopathy 4	[]
0012483	cone-rod dystrophy 11	[]
0011152	PHGDH deficiency	[E72.8]
0023129	Fara Chlupackova syndrome	[]
0012489	cataract 23	[Q12.0]
0011159	autosomal dominant nonsyndromic deafness 13	[H90.3]
0012485	autosomal recessive nonsyndromic deafness 68	[H90.3]
0011153	hyperinsulinemic hypoglycemia, familial, 2	[]
0024472	boutonneuse fever	[A77.1]
0011160	autosomal recessive nonsyndromic deafness 15	[H90.3]
0011162	cataract 14 multiple types	[Q12.0]
0012494	testicular microlithiasis (disease)	[]
0012490	cone-rod synaptic disorder, congenital nonprogressive	[]
0011168	type 1 diabetes mellitus 10	[E10]
0011169	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	[Q82.8]
0012496	Koolen de Vries syndrome	[Q93.5]
0012495	spondyloepimetaphyseal dysplasia, Genevieve type	[Q77.7]
0012498	congenital stationary night blindness autosomal dominant 1	[]
0012497	congenital stationary night blindness autosomal dominant 3	[]
0013702	intellectual disability, autosomal recessive 27	[]
0001713	inherited aplastic anemia	[D61.0,D61.01]
0013710	colorectal cancer, hereditary nonpolyposis, type 5	[]
0013712	surfactant metabolism dysfunction, pulmonary, 5	[]
0013711	peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	[G60.0]
0013718	nephronophthisis 13	[]
0013717	asphyxiating thoracic dystrophy 5	[Q77.2]
0013719	cranioectodermal dysplasia 4	[]
0013714	mannose-binding lectin deficiency	[]
0013715	amyotrophic lateral sclerosis type 16	[]
0001711	hepatic encephalopathy	[K72]
0001703	color vision disorder	[H53.50,H53.5]
0001701	gastrointestinal anthrax	[A22.2]
0013721	complement component 4a deficiency	[D84.1]
0013720	complement component 4b deficiency	[D84.1]
0013722	hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism	[G11.1]
0001744	angle-closure glaucoma	[]
0001741	hyperparathyroidism	[E21.3]
0000410	funisitis	[]
0000408	fetal alcohol spectrum disorder	[]
0001734	tuberous sclerosis	[Q85.1]
0000400	mixed cerebral palsy	[]
0001700	megaloblastic anemia (disease)	[D53.1]
0011128	Sheldon-hall syndrome	[Q68.8]
0000477	focal dystonia	[]
0013790	mirror movements 2	[]
0012460	autosomal recessive nonsyndromic deafness 67	[H90.3]
0013791	thrombophilia due to protein S deficiency, autosomal recessive	[]
0012467	cold-induced sweating syndrome 2	[]
0013797	chromosome 17q12 deletion syndrome	[Q93.5]
0011136	Quebec platelet disorder	[D69.1]
0011137	retinitis pigmentosa 19	[H35.5]
0012463	retinitis pigmentosa 35	[H35.5]
0013794	thrombocythemia 3	[]
0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	[D82.8]
0012465	hypercoagulability syndrome due to glycosylphosphatidylinositol deficiency	[E88.8]
0011134	curry-Jones syndrome	[Q87.0]
0012464	cone-rod dystrophy 10	[]
0037748	hyperlipoproteinemia	[]
0000465	atrioventricular block (disease)	[I44.30,I44.3]
0023122	familial prostate carcinoma	[]
0001797	chancroid	[A57]
0001794	Pthirus pubis infestation	[B85.3]
0000463	Ochoa syndrome	[N31.8]
0001795	plantar wart	[B07.0]
0000461	nutritional biotin deficiency	[]
0001793	excessive tearing	[H04.2,H04.20]
0023119	familial myelofibrosis	[]
0012472	Aicardi-Goutieres syndrome 4	[]
0012471	Aicardi-Goutieres syndrome 3	[]
0012477	retinitis pigmentosa 33	[H35.5]
0012479	congenital malabsorptive diarrhea 4	[P78.3]
0012474	autosomal dominant nocturnal frontal lobe epilepsy 4	[]
0011143	cone-rod dystrophy 6	[]
0012476	hereditary spastic paraplegia 30	[G11.4]
0012475	cone dystrophy with supernormal rod response	[H35.5]
0012438	pontocerebellar hypoplasia type 5	[Q04.3]
0013769	atrioventricular septal defect 5	[]
0011106	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	[Q87.0]
0011107	congenital hypotrichosis with juvenile macular dystrophy	[Q84.0]
0013768	arterial calcification, generalized, of infancy, 2	[]
0011108	Stüve-Wiedemann syndrome	[Q78.8]
0012439	Alagille syndrome due to a NOTCH2 point mutation	[Q44.7]
0024422	auditory perceptual disorders	[]
0013770	atrial heart septal defect 9	[Q21.1]
0011113	Charcot-Marie-Tooth disease type 4C	[G60.0]
0012445	autosomal recessive nonsyndromic deafness 59	[H90.3]
0013776	spastic ataxia 5	[G11.4]
0013775	thrombomodulin-related bleeding disorder	[D68.3]
0011114	familial multiple trichoepithelioma	[D23.3]
0013778	pseudohypoaldosteronism type 2C	[I15.1]
0013777	pseudohypoaldosteronism type 2B	[I15.1]
0012446	seborrhea-like dermatitis with psoriasiform elements	[]
0013772	congenital cataract-hearing loss-severe developmental delay syndrome	[]
0013771	transient infantile hypertriglyceridemia and hepatosteatosis	[]
0012442	autosomal recessive nonsyndromic deafness 66	[H90.3]
0013773	porencephaly 2	[]
0012449	spinocerebellar ataxia type 23	[G11.2]
0011118	bilineal acute myeloid leukemia	[C95.0]
0012448	hereditary spastic paraplegia 33	[]
0012450	spinocerebellar ataxia type 28	[G11.1]
0013781	pseudohypoaldosteronism type 2D	[I15.1]
0012456	congenital primary aphakia	[Q12.3]
0013787	psychomotor retardation, epilepsy, and craniofacial dysmorphism	[]
0012455	Kleefstra syndrome	[Q87.8]
0013786	cone-rod dystrophy 16	[]
0013789	DDOST-CDG	[E77.8]
0013788	Usher syndrome type 3B	[H35.5]
0013783	microphthalmia, isolated, with coloboma 7	[]
0011120	neural tube defects, folate-sensitive	[]
0013782	pseudohypoaldosteronism type 2E	[I15.1]
0013785	intellectual disability, autosomal recessive 34	[]
0011122	obesity disorder	[E66.9]
0012453	hereditary spastic paraplegia 31	[G11.4]
0013784	lethal neonatal spasticity-epileptic encephalopathy syndrome	[G40.4]
0012419	age related macular degeneration 7	[]
0013747	atrioventricular septal defect 4	[]
0012415	progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	[]
0013746	ventricular septal defect 1	[]
0013749	ventricular septal defect 3	[]
0012417	heart-hand syndrome, Slovenian type	[Q87.2]
0000430	mature T-cell and NK-cell non-Hodgkin lymphoma	[C84.4]
0001761	favism	[D55.0]
0000425	X-linked disease	[]
0012423	MORM syndrome	[]
0013754	cutis laxa, autosomal recessive, type 1B	[Q82.8]
0013753	Charcot-Marie-Tooth disease axonal type 2P	[G60.0]
0013756	hypertrophic osteoarthropathy, primary, autosomal recessive, 2	[]
0013755	PYCR1-related de Barsy syndrome	[Q87.8,Q82.8]
0013752	hypoplastic left heart syndrome 2	[Q23.4]
